Unnamed: 0,번호,제목,저자,출판사,출판일
,19,Using Twitter data for food-related consumer research: A case study on “what people say when tweeting about different eating situations”,Leticia Vidal; Gastón Ares; Leandro Machín; Sara R. Jaeger,Longman Scientific & Technical,2015
,20,Food-grade double emulsions as effective fat replacers in meat systems,"Eisinaite, Viktorija; Juraite, Dovile; Schroën, Karin; Leskauskaite, Daiva","Elsevier Science B.V., Amsterdam.",2017
,21,Poland approves bill to ban ``junk foods'' from schools,unknown,AGRA INFORMA INC,2012
,22,In vitro antimicrobial activity of less-utilized spice and herb extracts against selected food-borne bacteria,"Weerakkody, N. S.; Caffin, N.; Turner, M. S.; Dykes, G. A.","Elsevier Science B.V., Amsterdam.",2010
,23,"Effect of high hydrostatic pressure on antioxidant capacity, mineral and starch bioaccessibility of a non conventional food: Prosopis chilensis seed","Briones-Labarca, V.; Munoz, C.; Maureira, H.","Elsevier Science B.V., Amsterdam.",2011
,24,Inhibitory Effect of Corn Silk Extract on the Growth of Food-Borne Bacterial Pathogens,"An, E. S.; Kang, S. H.; Chung, H. J.",SPRINGER,2006
,25,Protein/polysaccharide intramolecular electrostatic complex as superior food-grade foaming agent,"Xu, Yao; Yang, Nan; Yang, Jixin; Hu, Jing; Zhang, Ke; Nishinari, Katsuyoshi; Phillips, Glyn O.; Fang, Yapeng","Elsevier Science B.V., Amsterdam.",2020
,26,Studies on the health effects of food: Approaches and pitfalls,"Yang, Chung S.",John Wiley & Sons Ltd,2020
,27,Taints and off-flavours in food: the analytical challenge,"Ridgway, K.",REED BUSINESS INFORMATION,2010
,28,"The Challenges of ""Re-engaging with Food""","Szabo, Michelle",Taylor & Francis,2011
,29,"Formation, stability and antioxidant activity of food-grade multilayer emulsions containing resveratrol","Acevedo-Fani, Alejandra; Silva, Hélder Daniel; Soliva-Fortuny, Robert; Martín-Belloso, Olga; Vicente, Antonio A.","Elsevier Science B.V., Amsterdam.",2017
,30,Recent advances in molecular techniques to study microbial communities in food-associated matrices and processes,"Juste, A.; Thomma, B. P.; Lievens, B.","Elsevier Science B.V., Amsterdam",2008
,31,LC-MS techniques for the detection and characterisation of bioactive compounds in food: The use of a hybrid (IT-TOF) mass spectrometer for the characterisating polyphenols in mate leaves,"Mondello, L.",BOSTON HANNAH COMMUNICATIONS,2010
,32,Genetically Modified Plants for Nutritionally Improved Food: A Promise Kept?,"Lombardo, Luca; Grando, Maria Stella",Taylor & Francis,2020
,33,Glyphosate contamination in grains and foods: An overview,"Xu, Jingwen; Smith, Shayna; Smith, Gordon; Wang, Weiqun; Li, Yonghui","Elsevier Science B.V., Amsterdam.",2019
,34,Planning a national food-based strategy for sustainable control of vitamin A deficiency in Ghana: Steps toward transition from supplementation,"Amoaful, E. F.",UNITED NATIONS UNIVERSITY PRESS,2001
,35,Metabolomics applications for food: The use of improved NMR-derived metabolite profiles and statistical methods to assess the processing traits of potatoes,"Browne, R.",BOSTON HANNAH COMMUNICATIONS,2010
,36,Does the weight of the dish influence our perception of food?,"Piqueras-Fiszman, B.; Harrar, V.; Alcaide, J.; Spence, C.","Elsevier Science B.V., Amsterdam.",2011
,37,Fridge Foods: Prepared for Success?,unknown,CHARLESON PUBLISHING,1992
,38,Polyamines content in plant derived food: A comparison between soybean and Jerusalem artichoke,"Righetti, L.; Tassoni, A.; Bagni, N.","Elsevier Science B.V., Amsterdam.",2008
,39,Hygienic Pumps for Peace of Mind in Food-processing Applications,unknown,DR HARNISCH VERLAGSGESELLSCHAFT MBH,2011
,40,Physicochemical characterization of chitosan nanoparticles and nanocapsules incorporated with lime essential oil and their antibacterial activity against food-borne pathogens,"Sotelo-Boyás, M.E.; Correa-Pacheco, Z.N.; Bautista-Baños, S.; Corona-Rangel, M.L.","Elsevier Science B.V., Amsterdam",2017
,41,Concerned about X-Ray Radiation in Food?,unknown,DR HARNISCH VERLAGSGESELLSCHAFT MBH,2011
,42,Reducing salt level in food: Part 2. Modelling salt diffusion in model cheese systems with regards to their composition,"Floury, J.; Rouaud, O.; Le Poullennec, M.; Famelart, M. H.","Elsevier Science B.V., Amsterdam",2009
,43,Sensory Evaluation of Food: Statistical Methods and Procedures,"O Mahony, M.",MARCEL DEKKER AG,2003
,44,Fortification of common Nigerian food-cassava meals,"Asonye, C. C.",UNITED NATIONS UNIVERSITY PRESS,2001
,45,"Comparison of emulsifying properties of food-grade polysaccharides in oil-in-water emulsions: Gum arabic, beet pectin, and corn fiber gum","Bai, Long; Huan, Siqi; Li, Zhiguo; McClements, David Julian","Elsevier Science B.V., Amsterdam.",2017
,46,Food-fortification program in Morocco,"Mokhtar, N.; Belhadj, H.; Kress, D.; Zerrari, A.; Chaouki, N.; Aguenaou, H.",UNITED NATIONS UNIVERSITY PRESS,2001
,47,"Sub- and supercritical fluid extraction of functional ingredients from different natural sources: Plants, food-by-products, algae and microalgae","Herrero, M.; Cifuentes, A.; Ibañez, E.","Elsevier Science B.V., Amsterdam.",2006
,48,Study of the Virucidal Potential of Organic Peroxyacids Against Norovirus on Food-Contact Surfaces,"Vimont, A.; Fliss, I. l.; Jean, J.",Springer Science + Business Media,2015
,49,Food-based strategies: Can they play a role in international development?,"Kiess, L.; Moench-Pfanner, R.; Bloem, M. W.",UNITED NATIONS UNIVERSITY PRESS,2001
,50,Bioavailability of micronutrients: Stable isotope techniques to develop effective food-based strategies to combat micronutrient deficiencies,"Davidsson, L.; Haskell, M.",UNITED NATIONS UNIVERSITY PRESS,2011
,51,Econutrition and utilization of food-based approaches for nutritional health,"Blasbalg, T.L.; Wispelwey, B.; Deckelbaum, R.J.",UNITED NATIONS UNIVERSITY PRESS,2011
,52,"Safety of Irradiated Foods: Second Edition, Revised and Expanded","Diehl, J. F.",MARCEL DEKKER AG,2003
,53,Biochemical and toxic diversity of Bacillus cereus in a pasta and meat dish associated with a food-poisoning case,"Pirhonen, T. I.; Andersson, M. A.; Jaaskelainen, E. L.; Salkinoja-Salonen, M. S.; Honkanen-Buzalski, T.; Johansson, T. M.","Elsevier Science B.V., Amsterdam",2005
,54,"Food-Grade Nanoemulsions: Formulation, Fabrication, Properties, Performance, Biological Fate, and Potential Toxicity","McClements, D. J.; Rao, J.",Taylor & Francis,2011
,55,Risk-based monitoring of chemical substances in food: Prioritization by decision trees,"van Asselt, E.D.; Noordam, M.Y.; Pikkemaat, M.G.; Dorgelo, F.O.","Elsevier Science B.V., Amsterdam.",2018
,56,Acid induced reduction of the glycaemic response to starch-rich foods: the salivary a-amylase inhibition hypothesis,"Freitas, D.; LeFeunteun, S.",Royal Society of Chemistry,2018
,57,"Handbook of Indigenous Fermented Foods: Second Edition, Revised and Expanded","Steinkraus, K. H.",MARCEL DEKKER AG,2003
,58,Food-grade Pickering stabilisation of foams by in situ hydrophobisation of calcium carbonate particles,"Binks, Bernard P.; Muijlwijk, Kelly; Koman, Henriëtte; Poortinga, Albert T.","Elsevier Science B.V., Amsterdam.",2017
,59,Low-Fat Foods/A Special Report,unknown,CHARLESON PUBLISHING,1993
,60,Reducing salt level in food: Part 1. Factors affecting the manufacture of model cheese systems and their structure-texture relationships,"Floury, J.; Camier, B.; Rousseau, F.; Lopez, C.; Tissier, J. P.; Famelart, M. H.","Elsevier Science B.V., Amsterdam",2009
,61,Cutting procedures might be responsible for Listeria monocytogenes contamination of foods: The case of Gorgonzola cheese,"Bernini, Valentina; Dalzini, Elena; Lazzi, Camilla; Bottari, Benedetta; Gatti, Monica; Neviani, Erasmo","Elsevier Science B.V., Amsterdam.",2016
,62,The development of a novel functional food: bioactive lipids in yogurts enriched with Aurantiochytrium sp. biomass,"Paulo, M. C.; Marques, J.; Cardoso, C.; Coutinho, J.; Gomes, R.; Gomes-Bispo, A.; Afonso, C.; Bandarra, N. M.",Royal Society of Chemistry,2020
,63,Novel fiber-rich lentil flours as snack-type functional foods: an extrusion cooking effect on bioactive compounds,"Morales, P.; Berrios, J. D.; Varela, A.; Burbano, C.; Cuadrado, C.; Muzquiz, M.; Pedrosa, M. M.",Royal Society of Chemistry,2015
,64,Thermoluminescence Analysis for Detection of Irradiated Food-Luminescence Characteristics of Minerals for Different Types of Radiation and Radiation Doses,"Soika, C.",ACADEMIC PRESS - JOURNALS DEPARTMENT,2000
,65,"Evaluation of antioxidant capacity, genotoxicity and polyphenol content of non conventional foods: Prosopis flour","Cardozo, M. L.; Ordonez, R. M.; Zampini, I. C.; Cuello, A. S.; Dibenedetto, G.; Isla, M. I.","Elsevier Science B.V., Amsterdam.",2010
,66,Histamine level and species identification of billfish meats implicated in two food-borne poisonings,"Tsai, Y. H.; Hsieh, H. S.; Chen, H. C.; Cheng, S. H.; Chai, T. j.; Hwang, D. F.","Elsevier Science B.V., Amsterdam.",2007
,67,Role of food-derived antioxidants against cisplatin induced-nephrotoxicity,"Gómez-Sierra, Tania; Eugenio-Pérez, Dianelena; Sánchez-Chinchillas, Argelia; Pedraza-Chaverri, José","Elsevier Science B.V., Amsterdam.",2018
,68,Industry-Relevant Approaches for Minimising the Bitterness of Bioactive Compounds in Functional Foods: A Review,"Sun-Waterhouse, D.; Wadhwa, S. S.",Springer Science + Business Media,2013
,69,Long-term stability of food-grade nanoemulsions from high methoxyl pectin containing essential oils,"Guerra-Rosas, María Inés; Morales-Castro, Juliana; Ochoa-Martínez, Luz Araceli; Salvia-Trujillo, Laura; Martín-Belloso, Olga","Elsevier Science B.V., Amsterdam.",2016
,70,Food-Borne Microbes. Shaping the Host Ecosystem,"Skovgaard, N.","Elsevier Science B.V., Amsterdam.",2009
,71,Antiplasticization effect of water in amorphous foods. A review,"Pittia, P.; Sacchetti, G.","Elsevier Science B.V., Amsterdam.",2008
,72,"Public schools, private foods: Mexicano memories of culture and conflict in American school cafeterias","Salazar, M.",Taylor & Francis,2007
,73,Prolyl endopeptidase from Aspergillus niger immobilized on a food-grade carrier for the production of gluten-reduced beer,"Benucci, Ilaria; Caso, Maria Chiara; Bavaro, Teodora; Masci, Stefania; Keršienė, Milda; Esti, Marco","Elsevier Science B.V., Amsterdam.",2020
,74,Production of a thermo-tolerant κ-carrageenase via a food-grade host and anti-oxidant activity of its enzymatic hydrolysate,"Li, Shangyong; He, Ningning; Han, Qi; Li, Xiao; Jung, Samil; Suk Lee, Beom; Kumar Mongre, Raj; Wang, Zhi-Peng; Wang, Linna; Lee, Myeong-Sok","Elsevier Science B.V., Amsterdam.",2021
,75,Biofilm formation of Salmonella Enteritidis under food-related environmental stress conditions and its subsequent resistance to chlorine treatment,"Yang, Yishan; Mikš-Krajnik, Marta; Zheng, Qianwang; Lee, Sang-Bong; Lee, Seung-Cheol; Yuk, Hyun-Gyun","Elsevier Science B.V., Amsterdam",2016
,76,"Self-reported food-evoked emotions of younger adults, older normosmic adults, and older hyposmic adults as measured using the PrEmo2 tool and the Affect Grid","den Uijl, Louise C.; Jager, Gerry; Zandstra, Elizabeth H.; de Graaf, Cees; Kremer, Stefanie","Elsevier Science B.V., Amsterdam.",2016
,77,Antibacterial activity and mechanism of pinoresinol from Cinnamomum Camphora leaves against food-related bacteria,"Zhou, Haixu; Ren, Jiali; Li, Zhonghai","Elsevier Science B.V., Amsterdam.",2017
,78,Synergistic bactericidal effect and mechanism of X-ray irradiation and citric acid combination against food-borne pathogens on spinach leaves,"Jeon, Min-Jin; Ha, Jae-Won","Elsevier Science B.V., Amsterdam",2020
,79,Interfacial and foaming characterisation of mixed protein-starch particle systems for food-foam applications,"Asghari, Amir Kasra; Norton, Ian; Mills, Thomas; Sadd, Peter; Spyropoulos, Fotis","Elsevier Science B.V., Amsterdam.",2016
,80,"Use of Response Surface Methodology to Study the Combined Effect of Salt, pH, and Temperature on the Growth of Food-Spoiling Halotolerant Yeast, Debaryomyces nepalensis NCYC 3413","Lal, P.; Kumar, S.; Gummadi, S. N.",Springer Science + Business Media,2011
,81,Slim-Crash: Poor planning and shoddy marketing doomed Slim Fast Foods' ambitious expansion from the get-go,"Abraham, D.",CHARLESON PUBLISHING,1992
,82,Food-saliva interactions: Mechanisms and implications,"Mosca, Ana Carolina; Chen, Jianshe","Elsevier Science B.V., Amsterdam.",2017
,83,Factors determining organic consumers’ knowledge and practices with respect to wild plant foods: A countrywide study in Austria,"Christoph Schunko, Christian R Vogl",Longman Scientific & Technical,2020
,84,Controlling Listeria monocytogenes in ready-to-eat foods: Working towards global scientific consensus and harmonization - Recommendations for improved prevention and control,"Luber, P.; Crerar, S.; Dufour, C.; Farber, J.; Datta, A.; Todd, E.C.D.","Elsevier Science B.V., Amsterdam.",2011
,85,Enhancement of antifungal and mycotoxin inhibitory activities of food-grade thyme oil nanoemulsions with natural emulsifiers,"Wan, Jing; Zhong, Shaobin; Schwarz, Paul; Chen, Bingcan; Rao, Jiajia","Elsevier Science B.V., Amsterdam.",2019
,86,Comparative evaluation of antioxidant and anti food-borne bacterial activities of essential oils from some spices commonly consumed in Iran,"Aliakbarlu, J.; Sadaghiani, S. K.; Mohammadi, S.",SPRINGER,2013
,87,High-Sodium Processed Foods: Public Health Burden and Sodium Reduction Strategies for Industry Practitioners,"Fouladkhah, Aliyar; Berlin, Daniel; Bruntz, Devon",Taylor & Francis,2015
,88,In vitro antimicrobial effects and mechanism of action of selected plant essential oil combinations against four food-related microorganisms,"Lv, F.; Liang, H.; Yuan, Q.; Li, C.","Elsevier Science B.V., Amsterdam.",2011
,89,The development of a choline rich cereal based functional food: Effect of processing and storage,"Asomaning, Justice; Zhao, Yuan Yuan; Lewis, Erin D.; Wu, Jianping; Jacobs, René L.; Field, Catherine J.; Curtis, Jonathan M.","Elsevier Science B.V., Amsterdam",2017
,90,Safety evaluation and lipid-lowering effects of food-grade biopolymer complexes (?-polylysine-pectin) in mice fed a high-fat diet,"Song, M.; Lopez-Pena, C.; McClements, D.; Decker, E.; Xiao, H.",Royal Society of Chemistry,2017
,91,Antimutagenicity of curcumin and related compounds against genotoxic heterocyclic amines from cooked food: The structural requirement,"; Kaur, I. P.","Elsevier Science B.V., Amsterdam.",2008
,92,Models of the behaviour of (thermally stressed) microbial spores in foods: Tools to study mechanisms of damage and repair,"Beek, A.T.; Hornstra, L.M.; Pandey, R.; Kallemeijn, W.W.; Smelt, J.P.P.M.; Manders, E.M.M.; Brul, S.","Elsevier Science B.V., Amsterdam",2011
,93,Built-in monitoring and evaluation systems for food-assisted projects,"Gotzmann, Hans",unknown,1987
,94,Modeling microbial competition in food: Application to the behavior of Listeria monocytogenes and lactic acid flora in pork meat products,"Cornu, M.; Billoir, E.; Bergis, H.; Beaufort, A.; Zuliani, V.","Elsevier Science B.V., Amsterdam",2011
,95,Electrospinning of food-grade polysaccharides,"Stijnman, A.C.; Bodnar, I.; Tromp, R.H.","Elsevier Science B.V., Amsterdam.",2011
,96,"Savvy in Seminole At Seminole County Public Schools in Florida, Director of Foodservices Daniel Andrews has refined food-service business etiquette",unknown,PENTON MEDIA,2005
,97,Anthocyanins from purple sweet potato (Ipomoea batatas (L.) Lam.) and their color modulation by the addition of phenolic acids and food-grade phenolic plant extracts,"Gras, Claudia C.; Nemetz, Nicole; Carle, Reinhold; Schweiggert, Ralf M.","Elsevier Science B.V., Amsterdam.",2017
,98,Willingness to pay for insect-based food: The role of information and carrier,"Lombardi, Alessia; Vecchio, Riccardo; Borrello, Massimiliano; Caracciolo, Francesco; Cembalo, Luigi","Elsevier Science B.V., Amsterdam.",2019
,99,Formation of nanoemulsions stabilized by model food-grade emulsifiers using high-pressure homogenization: Factors affecting particle size,"Qian, C.; McClements, D.J.","Elsevier Science B.V., Amsterdam.",2011
,100,Vasomotor dysfunction in human subcutaneous arteries exposed ex vivo to food-grade titanium dioxide,"Jensen, Ditte Marie; Skovsted, Gry Freja; Lykkesfeldt, Jens; Dreier, Rasmus; Berg, Jais Oliver; Jeppesen, Jørgen Lykke; Sheykhzade, Majid; Loft, Steffen; Møller, Peter","Elsevier Science B.V., Amsterdam.",2018
